Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Log_Sales
Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,,,,,Namco Bandai Games America,T,,0.10436001532424277
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,E10+,67.0,0.10436001532424277
Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,Black Hole Games,M,67.0,0.10436001532424277
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,T,42.0,0.10436001532424277
Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,70.0,17.0,,,"Tecmo, Ntreev Soft",E10+,,0.10436001532424277
Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.03,0.0,0.01,0.11,44.0,5.0,,,Black Lantern Studios,E,,0.10436001532424277
Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.1,0.0,0.0,0.01,0.11,,,,,Frima Studio,E,,0.10436001532424277
Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8.0,8.0,Vicious Cycle,T,80.0,0.10436001532424277
Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.0,6.0,Papaya Studios,E10+,20.0,0.10436001532424277
Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,Darkworks,M,77.0,0.10436001532424277
Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light,E10+,76.0,0.10436001532424277
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
My SAT Coach with The Princeton Review,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.1,0.0,0.0,0.01,0.11,65.0,9.0,,,Her Interactive,E,,0.10436001532424277
Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Transformer: Rise of the Dark Spark,PS3,2014.0,Action,Activision,0.04,0.04,0.01,0.02,0.11,,,,,,,,0.10436001532424277
Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,,,9.5,1273.0,Handheld Games,E,95.0,0.10436001532424277
Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
MotoGP 14 ,PS3,2014.0,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02,0.11,,,,,Milestone S.r.l,E,,0.10436001532424277
Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,Griptonite Games,E10+,54.0,0.10436001532424277
Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,E10+,41.0,0.10436001532424277
J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.07,0.03,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,,,,,Agatsuma Entertainment,E,,0.10436001532424277
Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,52.0,6.0,,,Human Soft,E,,0.10436001532424277
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,,,3.4,5.0,THQ,T,34.0,0.10436001532424277
MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,Konami,E,88.0,0.10436001532424277
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,M,83.0,0.10436001532424277
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,"EA Tiburon, n-Space",T,75.0,0.10436001532424277
Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,T,78.0,0.10436001532424277
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,Eutechnyx,T,38.0,0.10436001532424277
Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,Ubisoft,E10+,73.0,0.10436001532424277
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,,,,,,,,0.10436001532424277
de Blob 2,DS,2011.0,Platform,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios,E,82.0,0.10436001532424277
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M,33.0,0.10436001532424277
Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,,,,,THQ,E,,0.10436001532424277
Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,,,Deep Silver,E,,0.10436001532424277
EA Replay,PSP,2006.0,Action,Electronic Arts,0.1,0.0,0.0,0.01,0.11,56.0,19.0,,,Team Fusion,T,,0.10436001532424277
Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0,0.11,72.0,5.0,,,WorkJam,T,,0.10436001532424277
Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.1,0.01,0.0,0.01,0.11,,,,,Void Productions,E,,0.10436001532424277
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,70.0,5.0,,,TT Fusion,E10+,,0.10436001532424277
Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,Red Tribe,E10+,53.0,0.10436001532424277
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E,77.0,0.10436001532424277
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games,T,31.0,0.10436001532424277
The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,,,5.3,6.0,FUN Labs,T,53.0,0.10436001532424277
Mobile Suit Gundam: MS Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,T,85.0,0.10436001532424277
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,Ubisoft Shanghai,E,53.0,0.10436001532424277
The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,6.0,5.6,7.0,Blue Byte,E,56.0,0.10436001532424277
NCIS 3D,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,,,,,Ubisoft,T,,0.10436001532424277
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,Bugbear,T,77.0,0.10436001532424277
Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,,,,,Electronic Arts,E,,0.10436001532424277
Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,14.0,8.9,15.0,Midway,M,89.0,0.10436001532424277
Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,,,,,Backbone Entertainment,E10+,,0.10436001532424277
Yard Sale Hidden Treasures: Sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,,,,,Konami,E10+,,0.10436001532424277
John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,Gusto Games,E,41.0,0.10436001532424277
Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.0,0.01,0.11,,,,,Crave,T,,0.10436001532424277
Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,THQ,T,52.0,0.10436001532424277
Guitar Rock Tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11,60.0,8.0,,,Ubisoft,E10+,,0.10436001532424277
Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.11,,,,,Ubisoft,E,,0.10436001532424277
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7.0,10.0,Crystal Dynamics,T,70.0,0.10436001532424277
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5.0,4.0,High Voltage Software,E10+,50.0,0.10436001532424277
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,Santa Entertainment,E,74.0,0.10436001532424277
Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11,,,,,Ubisoft Montreal,E10+,,0.10436001532424277
Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,,,,,,,,0.10436001532424277
Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,6.1,7.0,Digital Embryo,E,61.0,0.10436001532424277
Tales of Phantasia (PS1 & PSP Versions),PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,,,,,High Voltage Software,E,,0.10436001532424277
Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,,,6.0,5.0,Full Fat,E,60.0,0.10436001532424277
Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,8.0,17.0,Vivarium,E10+,80.0,0.10436001532424277
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7.0,6.0,Blitz Games,E,70.0,0.10436001532424277
Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Paws & Claws Pet Vet: Australian Adventures,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Go! Sudoku (JP sales),PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.2,5.0,Traveller's Tales,E10+,52.0,0.10436001532424277
Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.,M,85.0,0.10436001532424277
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,58.0,11.0,,,Indies Zero,E10+,,0.10436001532424277
Grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,,,,,Big Head Games Ltd.,E10+,,0.10436001532424277
The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,15.0,,,SNK Playmore,T,,0.10436001532424277
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,59.0,40.0,,,Stormfront Studios,E10+,,0.10436001532424277
Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio,M,35.0,0.10436001532424277
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,Omega Force,T,86.0,0.10436001532424277
Winter Stars,Wii,2011.0,Sports,Deep Silver,0.05,0.05,0.0,0.01,0.11,,,,,49Games,E,,0.10436001532424277
Hasbro Family Game Night Fun Pack,Wii,2011.0,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.11,,,,,Virtuos,E,,0.10436001532424277
Planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,50.0,11.0,,,Pyro Studios,E,,0.10436001532424277
Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Army Men: Soldiers of Misfortune,DS,2008.0,Shooter,Zoo Games,0.1,0.0,0.0,0.01,0.11,35.0,4.0,,,Big Blue Entertainment,E,,0.10436001532424277
Eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,59.0,15.0,,,"Amaze Entertainment, Vivendi Games",T,,0.10436001532424277
AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,Hudson Entertainment,T,67.0,0.10436001532424277
Yomawari,PSV,2015.0,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,,,,,,,,0.10436001532424277
Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,"Majesco Games, Majesco",E10+,71.0,0.10436001532424277
Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11,78.0,4.0,,,Farsight Studios,E10+,,0.10436001532424277
Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,Bionic Games,T,63.0,0.10436001532424277
ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.11,,,,,Various,T,,0.10436001532424277
Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.03,0.11,,,,,Novarama,,,0.10436001532424277
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,M,47.0,0.10436001532424277
Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85.0,47.0,8.8,526.0,Amanita Design,,88.0,0.10436001532424277
Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,TOSE,E10+,63.0,0.10436001532424277
Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,Backbone Entertainment,T,81.0,0.10436001532424277
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games,E,35.0,0.10436001532424277
Nicktoons: Unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,Konami Computer Entertainment Hawaii,E10+,78.0,0.10436001532424277
Wasteland 2,PS4,2015.0,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11,,,,,,,,0.10436001532424277
Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11,55.0,32.0,,,Bandai Namco Games,E,,0.10436001532424277
Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos",T,82.0,0.10436001532424277
Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Backyard NFL Football '10,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,Bits Studios,M,74.0,0.10436001532424277
Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,"High Voltage Software, Backbone Entertainment",E,5.0,0.10436001532424277
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,11.0,6.3,4.0,"Aqua Pacific, In2Games",E,63.0,0.10436001532424277
Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,Ubisoft,E,,0.10436001532424277
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,Arc System Works,T,75.0,0.10436001532424277
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,Red Fly Studio,E,73.0,0.10436001532424277
ATV: Quad Frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,35.0,5.0,,,Skyworks Technologies,E,,0.10436001532424277
Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,67.0,13.0,,,BeeWorks,E,,0.10436001532424277
Animal Planet: Vet Life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,0.11,,,,,Activision,E,,0.10436001532424277
Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,Konami Computer Entertainment Hawaii,E,64.0,0.10436001532424277
Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,Eutechnyx,T,38.0,0.10436001532424277
Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11,,,,,Harmonix Music Systems,T,,0.10436001532424277
Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.09,0.01,0.0,0.01,0.11,,,,,Mere Mortals,E,,0.10436001532424277
PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,0.09,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,Ubisoft,E10+,,0.10436001532424277
Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,T,79.0,0.10436001532424277
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,Krome Studios,T,57.0,0.10436001532424277
ATV Quad Kings,DS,2010.0,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11,47.0,4.0,,,Beyond Reality,E,,0.10436001532424277
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports,E,56.0,0.10436001532424277
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,0.05,0.05,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,E,83.0,0.10436001532424277
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11,,,,,Coyote Console,E,,0.10436001532424277
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,,,,,Eidos Interactive,M,,0.10436001532424277
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,High Voltage Software,E10+,35.0,0.10436001532424277
The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,,,,,Handheld Games,E,,0.10436001532424277
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,,,,,Harmonix Music Systems,T,,0.10436001532424277
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,,,7.5,46.0,War Drum Studios,M,75.0,0.10436001532424277
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,53.0,13.0,,,Pyro Studios,E,,0.10436001532424277
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,72.0,9.0,,,Blue Castle Games,E,,0.10436001532424277
[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment,M,64.0,0.10436001532424277
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,10.0,7.2,40.0,Rebellion,,72.0,0.10436001532424277
Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9.0,4.0,FUN Labs,T,90.0,0.10436001532424277
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,Neverland,M,56.0,0.10436001532424277
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11,,,,,Activision,E,,0.10436001532424277
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,,,0.10436001532424277
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7.0,6.0,Happy Happening,E,70.0,0.10436001532424277
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,56.0,22.0,,,Koei,E,,0.10436001532424277
